Piia,Herrala,Oulu
Raila,Laahanen,Seinäjoki
Lea,Mitikka,Asikkala
Tuomo,Kari,Hämeenlinna
Veera,Malmgren,Kitee
Petteri,Laitala,Joensuu
Anna-Liisa,Kankkonen,Turku
Susanna,Peltola,Lohja
Jarno,Nuora,Kuopio
Eeva,Johansson,Kristiinankaupunki
Markku,Mäenpää,Turku
Alina,Komulainen,Vantaa
Miko,Malin,Jyväskylä
Irma,Ilomäki,Helsinki
Jyri,Kurvinen,Tampere
Leon,Päivinen,Kannus
Sanni,Kuha,Lahti
Joonas,Enckell,Tampere
Timo,Mikkonen,Mäntsälä
Krister,Mononen,Helsinki
Jyrki,Vainio,Uurainen
Elli,Salmi,Kokkola
Onni,Öhman,Pirkkala
Elena,Sandholm,Aura
Aino-Kaisa,Lehtinen,Parkano
Pekka,Jussila,Hämeenlinna
Minna,Suomalainen,Kangasniemi
Kaisa,Kojo,Paimio
Sampsa,Salokoski,Pyhäjoki
Olli,Leinonen,Lahti
Asmo,Lindberg,Hankasalmi
Veikko,Helenius,Pietarsaari
Ville,Saarenpää,Vantaa
Tommi,Koivunen,Helsinki
Siiri,Salovaara,Kalajoki
Markku,Niininen,Hamina
Nathalie,Siurua,Turku
Aimo,Järvenpää,Imatra
Eero,Vierinen,Tampere
Mikael,Vattula,Rovaniemi
Hannu,Pietikäinen,Kangasala
Jere,Juntto,Tampere
Elviira,Turunen,Kurikka
Heini,Arvo,Hyvinkää
Raili,Inha,Somero
Maiju,Alajuuma,Mikkeli
Voitto,Larsen,Mänttä-Vilppula
Marko,Jukkala,Helsinki
Kari,Viinikka,Helsinki
Otso,Vahala,Helsinki
Lauri,Mattila,Helsinki
Mikko-Matti,Kujansuu,Kouvola
Sari,Kotilainen,Karkkila
Lea,Kalliomäki,Hämeenlinna
Riikka,Raivio,Nurmijärvi
Antti-Jussi,Rimpinen,Naantali
Riina,Latva-Salo,Nokia
Vesa,Tuupanen,Lohja
Eeva-Helena,Kärkkäinen,Helsinki
Anne,Hirvonen,Jyväskylä
Sami,Kangasjärvi,Helsinki
Marja-Leena,Autti,Vantaa
Raimo,Toikkanen,Ilomantsi
Jarkko,Nybacka,Turku
Marika,Ihalainen,Kouvola
Pentti,Ylhäisi,Lappeenranta
Sirkka,Paavilainen,Pedersöre
Marko,Pekkola,Kokkola
Jarno,Salonen,Seinäjoki
Vesa,Hämäläinen,Sastamala
Tommy,Torvinen,Porvoo
Taisto,Buchert,Jyväskylä
Santeri,Kulmala,Loppi
Tarja-Sisko,Kaura-aho,Espoo
Linda,Eskelinen,Joensuu
Jouko,Viljanen,Vantaa
Altti,Pöyry,Pirkkala
Bertta,Karppinen,Oulu
Kari,Niininen,Turku
Taito,Alahäivälä,Heinola
Markku,Touru,Ilomantsi
Seppo,Hurme,Vaasa
Eija,Oksanen,Seinäjoki
Heidi,Riski,Kemijärvi
Virpi,Hujanen,Juva
Linda-Marie,Wikholm,Ulvila
Risto,Lesonen,Sonkajärvi
Pirjo,Helenius,Helsinki
Seija,Lilja,Lahti
Eeva,Heikkinen,Keminmaa
Mikko,Bachmann,Siuntio
Anna-Reeta,Strandberg,Jyväskylä
Kalle,Gustafsson,Vihti
Kaapo,Pellonpää,Oulu
Enni,Uotila,Janakkala
Minna,Kokkonen,Helsinki
Laura,Valve,Pälkäne
Mimmi,Lahti,Järvenpää
Satu,Kaski,Eurajoki
Heidi,Känsäkoski,Sipoo
Leila,Eskelinen,Parainen
Daniel,Haapakoski,Tampere
Mikko,Pihlajamäki,Naantali
Maiju,Nevanperä,Pälkäne
Lisbeth,Koivikko,Ii
Jarmo,Virtanen,Oulu
Kari,Vuorio,Vantaa
Teemu,Utunen,Rovaniemi
Emma,Lang,Leppävirta
Juha,Vatanen,Riihimäki
Hilla,Holopainen,Tuusula
Amanda,Laukkarinen,Helsinki
Tuomas,Majanen,Toivakka
Kaija,Helanne,Oulu
Juha,Aaltonen,Tornio
Jouni,Ruusunen,Ylöjärvi
Antti,Siitonen,Kouvola
Kimmo,Lentovaara,Somero
Kirsi,Hindrén,Helsinki
Salla,Laaki,Seinäjoki
Karl,Virtanen,Helsinki
Liisa,Piispanen,Kouvola
Antti,Ruuskanen,Oulu
Kalle,Harvala,Imatra
Juha,Seppä,Imatra
Maria,Kiiski,Hämeenlinna
Marja,Vedenpää,Lappeenranta
Tuula,Leppälä,Raahe
Lassi,Rantala,Pukkila
Roope,Kandelin,Espoo
Anna,Pentikäinen,Helsinki
Victor,Lampinen,Tornio
Juho,Heinonen,Raasepori
Maija-Kaisa,Hämäläinen,Helsinki
Aino,Haastola,Mustasaari
Paula,Skippari,Äänekoski
Annika,Vartio,Pori
Tero,Ollila,Kouvola
Daniel,Myllylä,Järvenpää
Kaisa,Harmaala,Kuusamo
Ari,Lampola,Turku
Timo,Setälä,Jyväskylä
Jukka,Männistö,Siikajoki
Emilia,Kuusi,Kotka
Sini,Nurmi,Keuruu
Tuukka,Viirimäki,Turku
Nenna,Jääskeläinen,Pori
Severi,Färm,Turku
Aleksander,Pesonen,Simo
Tuula,Suominen,Turku
Anitta,Alenius,Lappajärvi
Marcus,Rossi,Tampere
Aimo,Timlin,Pelkosenniemi
Kristiina,Tervasmäki,Kajaani
Marja,Väyrynen,Tampere
Markus,Vuori,Alavus
Heidi,Syrjänen,Tampere
Minna,Piili,Kontiolahti
Henri,Myllymäki,Porvoo
Ari,Ruuskanen,Ylöjärvi
Maria,Tyynelä,Padasjoki
Ronja,Hannu,Mynämäki
Annika,Repo,Turku
Ville,Vesala,Porvoo
Eemil,Tiainen,Tornio
Mikko,Tuhkanen,Helsinki
Jussi,Jokinen,Saarijärvi
Emma,Hyvönen,Oulu
Sami,Rantanen,Kerava
Elin,Martikainen,Helsinki
Severi,Niilekselä,Alavieska
Niki,Lundström,Hämeenkyrö
Seija,Ruumensaari,Helsinki
Antti,Jolkkonen,Vaasa
Lasse,Tamio,Parainen
Anna,Salonen,Ylivieska
Ulla,Jama,Keuruu
Elias,Salo,Joensuu
Rauha,Nenonen,Taipalsaari
Sami,Forssell,Siikalatva
Teemu,Hietala,Raisio
Kaarina,Koskinen,Jämsä
Miika,Uusi-Illikainen,Kauniainen
Emilia,Nikkinen,Hämeenlinna
Lauri,Sipilä,Raahe
Susanna,Linnilä,Helsinki
Helvi,Savinen,Kouvola
Antti,Luoto,Karkkila
Markku,Ala-Kaarre,Porvoo
Erkki,Arola,Espoo
Tuula,Raittila,Pieksämäki
Eetu,Häyhänen,Helsinki
Ukko,Lukkari,Vantaa
Eduard,Pitkänen,Siilinjärvi
Tommi,Sallinen,Rovaniemi
Laura,Palonkoski,Mäntyharju
Kerttu,Törmä,Isokyrö
Kalle,Hietala,Turku
Ulla,Lankinen,Järvenpää
Leif,Rouvinen,Hämeenlinna
Sofia,Pettersson,Varkaus
Antti,Kekomäki,Sastamala
Eelis,Kolehmainen,Pori
Antti,Papinniemi,Jyväskylä
Eino,Pohja,Hollola
Teijo,Kallioinen,Lappeenranta
Johan,Kurppa,Pirkkala
Risto,Meriläinen,Lahti
Reijo,Lilja,Helsinki
Eero,Huusko,Oulu
Emma,Stockus,Parainen
Ida,Räsänen,Vantaa
Joose,Halonen,Espoo
Mika,Lindroos,Helsinki
Eero,Väyrynen,Hämeenlinna
Pasi,Johansson,Raahe
Teppo,Viljamaa,Kempele
Nea,Mustonen,Kouvola
Mikko,Sepp,Hämeenlinna
Atso,Lehtinen,Vantaa
Petri,Hakomäki,Sastamala
Lee,Mailasalo,Kittilä
Teemu,Lindeman,Lemland
Minna,Välimaa,Kangasala
Neo,Senkas,Lapua
Eetu,Väliniemi,Joensuu
Paavo,Lautiainen,Vantaa
Tuula,Mäkelä,Turku
Laura,Roitto,Orivesi
Marja-Leena,Kota-aho,Tampere
Ritva,Toiviainen,Helsinki
Olli,Vartiainen,Järvenpää
Iida,Yli-Kokko,Ylivieska
Erika,Sopanen,Saarijärvi
Piia,Boström,Tornio
Henrik,Ek,Kauhajoki
Karina,Vuorinen,Helsinki
Juha,Ristola,Helsinki
Aleksi,Tuomela,Akaa
Samuli,Vepsäläinen,Kempele
Markus,Mattsson,Helsinki
Tiina,Vallin,Kittilä
Auli,Lehtinen,Turku
Ramona,Kuosmanen,Kuopio
Akseli,Kesänen,Lappeenranta
Salla,Heinonen,Helsinki
Ella,Kaupinsalo,Lahti
Helmer,Eskeli,Hanko
Fredrica,Peltola,Rovaniemi
Iita,Anttila,Valkeakoski
Aila,Oikarinen,Tampere
Aino,Karppanen,Eckerö
Mia,Hannukainen,Jyväskylä
Janne,Pirilä,Raisio
Stig,Sormunen,Rovaniemi
Heidi,Korvenoja,Helsinki
Kirsi,Siekkinen,Mäntsälä
Venla,Rantanen,Kurikka
Matti,Kemppainen,Tornio
Veikko,Laine,Kajaani
Mika,Wilén,Parainen
Liisa,Sormunen,Eura
Jyrki,Nyman,Tampere
Krista,Partanen,Helsinki
Marko,Kotirinta,Kurikka
Teemu,Juutinen,Oulu
Else,Korpela,Porvoo
Fanny,Mörsky,Vantaa
Eeva,Ruotsalainen,Tampere
Fiona,Peltonen,Helsinki
Svetlana,Juusola,Sotkamo
Lumia,Innanen,Hämeenlinna
Ville,Vilonen,Varkaus
Katri,Björklund,Kouvola
Pia,Pynnönen,Lohja
Amanda,Jääskeläinen,Vantaa
Yvonne,Falenius,Maarianhamina
Mikael,Korpi,Rauma
Martin,Ståhl,Rovaniemi
Tanja,Haatainen,Äänekoski
Teemu,Lehtinen,Keminmaa
Anne-Mari,Sundqvist,Kauhajoki
Mika-Matti,Lindqvist,Kangasala
Arno,Markkola,Hämeenlinna
Alpo,Houtsonen,Hattula
Tero,Huotari,Pietarsaari
Merja,Suomela,Lappeenranta
Tor,Löytynoja,Kerava
Mirjami,Lipiäinen,Helsinki
Antti,Koskenranta,Oulu
Krista,Vuola,Lieksa
Ulla,Ropponen,Oulu
Timo,Jokinen,Helsinki
Aylin,Virtala,Laukaa
Eeli,Rosqvist,Raasepori
Pia,Malmberg,Espoo
Suzan,Koivusaari,Kitee
Carita,Hyvölä,Kauhajoki
Pauli,Keskinen,Joensuu
Oleg,Wahlström,Jyväskylä
Heli,Liimatainen,Lumijoki
Nelly,Peräkylä,Kouvola
Jari,Lindblad,Kurikka
Kalevi,Mäntylä,Joensuu
Kalle,Rintala,Lahti
Olli,Valkonen,Tampere
Annukka,Salihu,Vantaa
Ulla,Saiho,Iisalmi
Markku,Iskala,Helsinki
Hilla,Marjanen,Rovaniemi
Eija,Diallo,Akaa
Iiris,Äyhö,Tampere
Aino,Reinikainen,Lappeenranta
Heikki,Puro,Ähtäri
Lauri,Tanhuala,Mynämäki
Hilkka,Olkkonen,Iisalmi
Matilda,Suokas,Oulu
Maaret,Nokelainen,Ilomantsi
Hilda,Levänen,Lahti
Wilmer,Hyvönen,Turku
Tuomas,Timonen,Salo
Tiina,Tupala,Kirkkonummi
Astrid,Suomela,Vöyri
Mikko,Lonkila,Orimattila
Merja,Hollanti,Lieto
Milja,Formisto,Aura
Jarmo,Saarinen,Helsinki
Jaana,Hokkanen,Hartola
Annemari,Mäkelä,Kaarina
Joel,Kärki,Jyväskylä
Viljo,Hyyppä,Helsinki
Irja,Niemelä,Kirkkonummi
Milan,Arvonen,Lappeenranta
Karri,Haataja,Tampere
Tuula,Korhonen,Porvoo
Ilona,Huopaniemi,Ylöjärvi
Maria,Paananen,Espoo
Rita,Liimatta,Helsinki
Esko,Määttä,Salo
Pauli,Raski,Hämeenkyrö
Aino,Nelimarkka,Hämeenlinna
Kaarina,Nyberg,Helsinki
Mikko,Nyström,Vantaa
Antti,Landgren,Kemi
Tellervo,Linnakylä,Vantaa
Petri,Lipponen,Helsinki
Jasper,Hukkanen,Kajaani
Maija,Rajaniemi,Vantaa
Anne,Turunen,Rovaniemi
Sirpa,Tuohi,Kuopio
Saara,Hämäläinen,Tuusula
Pasi,Sahlstedt,Lappeenranta
Osmo,Springare,Kemiönsaari
Henry,Säntti,Raahe
Juha,Henriksson,Imatra
Terhi,Okkonen,Tampere
Mira,Magnusson,Lempäälä
Sisko,Ravattinen,Loimaa
Tapani,Nuutinen,Vesanto
Anni,Tarpio,Kouvola
Oskari,Favorin,Loimaa
Antti,Mäkinen,Kaarina
Neela,Pakkanen,Kuusamo
Hertta,Virolainen,Hamina
Ritva,Savolainen,Kaustinen
Pauli,Pöytälaakso,Joensuu
Keijo,Heikkinen,Oulu
Lisen,Lehtinen,Ylivieska
Raija,Koivula,Kouvola
Lauri,Parkkinen,Helsinki
Pasi,Markkula,Helsinki
Joona,Santikko,Hyvinkää
Patrik,Kivelä,Tampere
Tanja,Bång,Helsinki
Alma,Ratava,Kaarina
Sven,Nyström,Pello
Eelis,Riikonen,Helsinki
Martti,Aaltonen,Pori
Aava,Välitalo,Liminka
Aada,Juselius,Kuopio
Jorma,Kanerva,Espoo
Milla,Miihkinen,Eura
Martti,Skogster,Helsinki
Marko,Lehtola,Helsinki
Alice,Hulkko,Kirkkonummi
Jarmo,Karila,Oulu
Noah,Koivunen,Helsinki
Arja,Päiviö,Vantaa
Tomi,Rouvali,Jyväskylä
Sirkka,Torkell,Kaarina
Raija,Ulmanen,Lahti
Ulla,Alén,Turku
Kari,Keto,Oulu
Lotta,Murto,Kouvola
Aapo,Lundan,Kokkola
Marika,Jurkkola,Hämeenlinna
Andrei,Tuoma,Pori
Pentti,Patana,Kihniö
Sonja,Heino,Helsinki
Joonas,Lindroos,Helsinki
Julia,Huikuri,Pori
Kimmo,Linkosuonio,Jyväskylä
Joni,Maarala,Pudasjärvi
Henry,Koskinen,Jyväskylä
Raija,Komulainen,Helsinki
Zandra,Judin,Helsinki
Ari,Kukkonen,Rauma
Tero,Niemi,Helsinki
Eero,Tikka,Valkeakoski
Sari,Matilainen,Lieto
Matti,Uronen,Sonkajärvi
Seppo,Oja-Nisula,Joensuu
Birger,Saarela,Maarianhamina
Samira,Nousiainen,Rovaniemi
Ann,Vilhonen,Kuopio
Mervi,Nuorala,Harjavalta
Tuomas,Vuontisvaara,Helsinki
Jaakko,Myntti,Hanko
Iiris,Wallenberg,Tampere
Roope,Penttinen,Sulkava
Orvokki,Tuominen,Helsinki
Sofia,Puustinen,Jyväskylä
Pirjo,Sandbacka,Kuopio
Ville,Talla,Kuhmo
Seija,Korpela,Lapinlahti
Antti,Hakala,Mänttä-Vilppula
Ella,Eklund,Porvoo
Riitta,Neuvonen,Lahti
Antti,Kaljunen,Laihia
Juho,Salonen,Karkkila
Eeva-Liisa,Kaleva,Akaa
Bianca,Kangas,Kuopio
Aila,Välimäki,Tampere
Miikka,Nystedt,Kouvola
Seija,Turpeinen,Rovaniemi
Leena-Kaisa,Hölsömäki,Helsinki
Joanna,Räsänen,Sievi
Nina,Marjamaa,Helsinki
Heidi,Repo,Espoo
Mia,Nieminen,Vantaa
Siiri,Juselius,Salo
Tyyne,Surakka,Helsinki
Eeva,Kärkkäinen,Oulu
Nina,Juntunen,Rovaniemi
Samuel,Lindh,Savonlinna
Mikko,Riekkinen,Espoo
Ilkka,Rantaniemi,Turku
Vikke,Sipari,Jyväskylä
Salla,Kuula,Kemiönsaari
Venla,Ahola,Turku
Vuokko,Hokkanen,Helsinki
Lauri,Pekola,Lieto
Mona,Lammi,Eura
Tuomas,Lipponen,Joensuu
Mohamed,Salmela,Lempäälä
Maria,Barry,Espoo
Timo,Marjanen,Oulu
Aarno,Vähätupa,Tampere
Jussi,Yli-Hukka,Forssa
Terttu,Rosenvall,Jyväskylä
Lukas,Rätti,Espoo
Raili,Nieminen,Lieto
Ritva,Kallio,Tornio
Ida,Kivioja,Helsinki
Vanessa,Heino,Janakkala
Leo,Hakola,Helsinki
Helena,Salminen,Kotka
Jesse,Solkio,Mäntsälä
Tatjana,Lindholm,Siilinjärvi
Kalle,Kolehmainen,Ikaalinen
Marko,Lahti,Loimaa
Tiina,Karlsson,Helsinki
Ossi,Salminen,Hausjärvi
Niina,Räsänen,Oulu
Pentti,Määttä,Mäntyharju
Maisa,Tähtinen,Veteli
Jorma,Puumalainen,Kemijärvi
Eva,Sarala,Oulu
Terttu,Metsola,Sodankylä
Johanna,Taipale,Järvenpää
Armas,Hakasalo,Kajaani
Marika,Levelä,Kärkölä
Mattias,Rantala,Harjavalta
Saga,Sandholm,Turku
Marcel,Hoteila,Nokia
Eila,Honkonen,Mustasaari
Anssi,Uusiniitty,Jyväskylä
Kirsi,Jousi,Kuopio
Ulla,Tuomivaara,Lahti
Henna-Mari,Ojalehto,Evijärvi
Anu,Romar,Kauhajoki
Lena,Pohjanen,Jyväskylä
Tuukka,Matikka,Ulvila
Esa,Anttila,Laukaa
Juho-Kalle,Leiniö,Keminmaa
Samuel,Honkanen,Maalahti
Jere,Suominen,Helsinki
Pihla,Mattila,Pello
Mikko,Riekkinen,Kokkola
Thomas,Kirjonen,Kirkkonummi
Ilpo,Österholm,Helsinki
Ulla,Toivonen,Heinola
Jonathan,Södervik,Pori
Elena,Halt,Espoo
Nikke,Heikkilä,Utsjoki
Eero,Nikula,Parainen
Susanna,Kilpinen,Turku
Harri,Hiironen,Helsinki
Mateo,Heiskanen,Urjala
Tarja,Virta,Tampere
Alisa,Hallila,Sastamala
Juhamatti,Halttunen,Turku
Ville,Lindroos,Helsinki
Väinö,Kivilä,Helsinki
Nea,Dang,Turku
Heikki,Mäenpää,Turku
Leena,Torila,Oulu
Anne,Rissanen,Ypäjä
Matilda,Saarinen,Ylöjärvi
Katri,Sundqvist,Ii
Tapio,Karhunen,Jyväskylä
Pekka,Himanen,Helsinki
Mervi,Ahonen,Siuntio
Aleksi,Vilkkilä,Helsinki
Lisen,Vuokila,Espoo
Eija,Perttula,Espoo
Jukka,Saari,Helsinki
Pekka,Roisko,Jyväskylä
Helena,Sulkala,Hausjärvi
Anna,Olsson,Helsinki
Sara,Siusluoto,Espoo
Konrad,Huuskonen,Turku
Toivo,Järvinen,Pori
Max,Terho,Eura
Olli,Schmidt,Kitee
Pekka,Soikkeli,Kuopio
Jonna,Korhonen,Vantaa
Ulla,Kiuru,Jyväskylä
Lassi,Koivisto,Kajaani
Jaana,Leivonen,Turku
Karoliina,Grönholm,Espoo
Enna,Koivuluoma,Helsinki
Airi,Saarinen,Helsinki
Jukka,Kortelainen,Uusikaupunki
Mona,Varttila,Tuusula
Mari,Espo,Vaasa
Helmi,Kaisla,Paimio
Katja,Kantola,Lohja
Heidi,Äyräväinen,Lahti
Marjo,Nissinen,Kouvola
Matti,Virtanen,Loimaa
Iida,Viitanen,Kuopio
Miika,Aho,Kemiönsaari
Maritta,Hallikainen,Vaasa
Lilja,Povenius,Nokia
Pirjo,Hermunen,Vaasa
Mika,Kosonen,Tohmajärvi
Harri,Rintamaa,Kokkola
Lauri,Tanninen,Oripää
Eerika,Lampinen,Pälkäne
Anni,Harinen,Hämeenlinna
Elsa,Öhman,Vaasa
Maria,Parkkinen,Vantaa
Raimo,Östman,Salo
Anna,Heinilä,Pornainen
Nadezda,Ketonen,Tampere
Seppo,Isokääntä,Espoo
Lauri,Vuorela,Närpiö
Eevi,Tiainen,Kotka
Tuija,Ahtiainen,Helsinki
Risto,Halkola,Helsinki
Elli,Holopainen,Turku
Salme,Kokkonen,Helsinki
Saija,Mäkinen,Pälkäne
Ritva,Tarkka,Kotka
Sami,Paappanen,Reisjärvi
Jere,Stolt,Lahti
Santeri,Latvala,Lappeenranta
Riitta-Maija,Wikström,Kirkkonummi
Ari,Strömberg,Iisalmi
Kari,Sainio,Porvoo
Tuula,Tranberg,Lieksa
Natalya,Peuhkuri,Mikkeli
Liisa,Airas,Oulu
Juho,Lehtinen,Kokemäki
Viveca,Koljonen,Joensuu
Kiira,Lindén,Ylöjärvi
Wilma,Laakso,Pieksämäki
Valeri,Rytkönen,Kärkölä
Liisa,Kettunen,Espoo
Elina,Koivumäki,Kouvola
Sonja,Lahtinen,Kangasniemi
Satu,Ala-Vannesluoma,Helsinki
Kristiina,Långström,Espoo
Juha,Suviranta,Savonlinna
Arto,Vuorio,Turku
Niklas,Laitinen,Loviisa
Emma,Autio,Helsinki
Laura,Karvonen,Kerava
Tiina,Ek,Helsinki
Jari,Leiniö,Joensuu
Liisa,Summanen,Kuopio
Hannu,Joronen,Oulu
Heidi,Tynys,Lappeenranta
Mikko,Miettinen,Vantaa
Nelli,Raappana,Imatra
Juha,Haikonen,Taivassalo
Jarno,Palomäki,Raisio
Eila,Lääperi,Viitasaari
Martti,Hyytinen,Riihimäki
Paavo,Myllykoski,Helsinki
Luca,Gråsten,Helsinki
Sirpa,Airaksinen,Loviisa
Minna,Venäläinen,Helsinki
Joona,Niininen,Joensuu
Anne,Vesala,Vantaa
Maria,Mäkinen,Varkaus
Heidi,Mäkelä,Turku
Heikki,Haataja,Soini
Ritva,Makkonen,Turku
Fanny,Poteri,Tampere
Heidi,Lönnqvist,Hyvinkää
Helena,Vaara,Tampere
Leo,Holmlund,Riihimäki
Aino,Paloniemi,Turku
Olli,Ahlroth,Helsinki
Verna,Kanto,Espoo
Jonna,Koivukangas,Kokemäki
Roni,Nieminen,Turku
Seppo,Kansanniva,Vantaa
Pia,Huovinen,Jyväskylä
Kristiina,Kunttu,Helsinki
Aake,Lahtinen,Posio
Alisa,Pasenius,Espoo
Ritva,Kilpeläinen,Turku
Sanni,Tran,Tampere
Maija,Ratilainen,Ilomantsi
Irina,Vulli,Joensuu
Markus,Pöysä,Turku
Noel,Pekkarinen,Helsinki
Sirpa,Ovaska,Lieksa
Elsa,Närvä,Maalahti
Jessica,Kupsu,Jyväskylä
Sari,Kauppinen,Nokia
Minna,Vesa,Joensuu
Kim,Vieri,Lahti
Romeo,Klein,Lahti
Saija,Vuori,Siuntio
Lassi,Salonen,Jämsä
Ritva,Sormunen,Hyrynsalmi
Anna,Polvinen,Hattula
Lassi,Heikkinen,Ypäjä
Aino,Selin,Turku
Kaija,Vuori,Kerava
Eija,Sandvik,Mäntsälä
Pia,Oksa,Forssa
Taisto,Häyrinen,Kemijärvi
Taina,Kemppinen,Rovaniemi
Teija,Kasurinen,Salo
Pirita,Lindholm,Espoo
Tuija,Kangasluoma,Nurmes
Tuula,Lahdenmäki,Vantaa
Michelle,Tuupainen,Sulkava
Lotta-Maaria,Hautakoski,Vantaa
Soili,Lindroos,Kangasala
Elena,Eloranta,Riihimäki
Jemina,Mattila,Rauma
Jorma,Majaneva,Turku
Birgitta,Hettula,Suonenjoki
Aada-Sofia,Kokkonen,Porvoo
Lars,Vattula,Rovaniemi
Minka,Kettunen,Vantaa
Auli,Kallio-Kujala,Kotka
Lauri,Purhonen,Jyväskylä
Daniel,Koskela,Hämeenlinna
Eva-Maria,Huttunen,Turku
Neea,Salim,Lohja
Staffan,Wiberg,Pedersöre
Mika,Hunnakko,Rovaniemi
Yasmine,Savinainen,Lahti
Pekka,Maunula,Turku
Raila,Stenroos,Turku
Antti,Pääkkönen,Helsinki
Jarmo,Takkinen,Vaasa
Johanna,Niskanen,Espoo
Heleena,Vahvanen,Kerava
Aila,Rantala,Hyvinkää
Else,Lampi,Savonlinna
Heikki,Härkisuo,Lohja
Ulla,Kaikkonen,Vantaa
Pihla,Hallberg,Vantaa
Satu,Viitamäki,Oulu
Tommi,Kaski,Helsinki
Reijo,Svärd,Lappeenranta
Arttu,Harjula,Perho
Daniela,Lahti,Ikaalinen
Timo,Jokinen,Espoo
Jenni,Kemppainen,Kuopio
Lotta,Lahtinen,Kokkola
Tiina,Turtiainen,Lohja
Simo,Hämylä,Espoo
Hannu,Kananen,Salo
Eija,Hömmö,Tampere
Aku,Isokangas,Espoo
Linnea,Tulppo,Outokumpu
Anita,Pekkala,Tampere
Maria,Tikka,Ylöjärvi
Saara,Ruutinen,Oulu
Tommi,Kankaanpää,Raasepori
Marja,Sandström,Kauniainen
Jouko,Haukilahti,Seinäjoki
Terhi,Leiviskä,Kuopio
Ellen,Fagerholm,Jyväskylä
Reijo,Heikkinen,Kempele
Julius,Keskinen,Espoo
Jukka,Juvonen,Valkeakoski
Aune,Leppäniemi,Espoo
Jaakko,Hämäläinen,Kuopio
Timo,Bergman,Karstula
Simon,Seppälä,Espoo
Muhammad,Virtanen,Mäntyharju
Matti,Vehmola,Lapua
Harri,Vuori,Rovaniemi
Ida,Sorri,Orivesi
Vesa,Martikainen,Kokkola
Tiina,Siljander,Mikkeli
Risto,Eskelinen,Espoo
Joel,Tarvainen,Orimattila
Jani,Luokkala,Tampere
Ann-Cathrin,Karjalainen,Mikkeli
Madeleine,Maanpää,Leppävirta
Margit,Lillstrang,Espoo
Sirkka,Asikainen,Tuusniemi
Paula,Kulmunki,Oulu
Kaisa,Ihalainen,Kemiönsaari
Eija,Raja-aho,Espoo
Lauri,Rouhiainen,Vantaa
Juha,Aho-Pynttäri,Salo
Sara,Lehikoinen,Nivala
Ilkka,Kuni,Parainen
Tuomo,Rantala,Helsinki
Kirsti,Rydman,Tampere
Carita,Niilola,Vantaa
Kaisa,Räsänen,Riihimäki
Ahti,Karhu,Imatra
Jutta,Kekäle,Helsinki
Anton,Kiviniemi,Lempäälä
Emily,Haapala,Tampere
Mikko,Lindfors,Kemi
Taneli,Niemi,Espoo
Jan,Alakoski,Helsinki
Roni,Tiihonen,Lohja
Petri,Välimaa,Kokkola
Ilkka,Lehtimäki,Kirkkonummi
Teemu,Virkalahti,Porvoo
Neea,Nenonen,Espoo
Santeri,Svahn,Pornainen
Ann-Charlott,Nordell,Lappeenranta
Eila,Mattsson,Lahti
Otso,Koskinen,Lappeenranta
Nina,Isola,Tampere
Anne,Rossi,Raasepori
Leena-Kaarina,Lepistö,Tampere
Harriet,Kanerva,Turku
Joel,Rautalin,Pälkäne
Saara,Laitinen,Riihimäki
Akseli,Tammilehto,Nokia
Anna-Liisa,Eloranta,Nurmijärvi
Aada,Wentjärvi,Janakkala
Janne,Tervakoski,Jyväskylä
Timo,Väisänen,Oulu
Tarmo,Naakka,Helsinki
Tarja,Lamberg,Myrskylä
Sari,Asikainen,Tuusula
Pekka,Willför,Helsinki
Eija,Niemi,Kontiolahti
Toivo,Haavisto,Posio
Timo,Pirinen,Sastamala
Jarmo,Vihiniemi,Joensuu
Eeva-Liisa,Niemi,Tampere
Juhani,Jylhänkangas,Taipalsaari
Mika,Leppänen,Espoo
Juha-Pekka,Nevalainen,Lahti
Vesa,Potkonen,Juupajoki
Pauli,Haraholma,Turku
Henry,Turpeinen,Vantaa
Elvi,Ekebom,Lappeenranta
Jaakko,Ruusuvuori,Sipoo
Mika,Kaila,Tampere
Eila,Pulkkinen,Lapinlahti
Outi,Kovalainen,Helsinki
Tarja,Suppola,Vaasa
Amanda,Koskinen,Kemi
Terttu,Honkala,Vaasa
Sami,Lukkarinen,Ulvila
Marja-Leena,Monola,Lappajärvi
Jori,Oranen,Jyväskylä
Petrus,Härmä,Teuva
Jouni,Mikkonen,Virolahti
Roger,Tikkanen,Helsinki
Raimo,Partanen,Helsinki
Elina,Pitkänen,Vantaa
Ilari,Kemppainen,Pori
Olli,Mård,Joensuu
Pekka,Järvinen,Teuva
Niina,Kallunki,Helsinki
Emil,Jokelainen,Rovaniemi
Jesse,Vartiamäki,Lieto
Emma,Hägglund,Pomarkku
Liisa,Brandt,Seinäjoki
Eino,Salonen,Helsinki
Tessa,Lahti,Sipoo
Tiina,Saario,Oulu
Merja,Karhu,Lahti
Niklas,Turunen,Nokia
Jasmin,Laitinen,Tampere
Johannes,Honkala,Äänekoski
Tom,Davidson,Raahe
Azad,Pränni,Rovaniemi
Hilkka,Koskinen,Ilmajoki
Hannu,Skön,Siikainen
Kim,Pajunen,Kokkola
Jonna,Gylling,Janakkala
Marika,Mustakallio,Helsinki
Ilmari,Hyvönen,Tornio
Marja-Leena,Nevala,Lahti
Emmi,Häivälä,Harjavalta
